REPO_PATH: code_lists/medications/diabetes/insulin_dmd.csv
SITE_URL: https://exeter-diabetes.github.io/sde-sw-framework/code_lists/medications/diabetes/insulin_dmd.csv/
GITHUB_URL: https://github.com/Exeter-Diabetes/sde-sw-framework/blob/dev/code_lists/medications/diabetes/insulin_dmd.csv
FILE_NAME: insulin_dmd.csv

CONTENT_START
dmd_code,term,drug_substance
3279311000001102,Hypurin Bovine Isophane 100units/ml suspension for injection 1.5ml cartridges (C P Pharmaceuticals Ltd) (product),Intermediate insulin
3279411000001109,NovoRapid Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) 5 cartridge (product),Bolus insulin
3279511000001108,Hypurin Bovine Isophane 100units/ml suspension for injection 1.5ml cartridges (C P Pharmaceuticals Ltd) 5 cartridge (product),Intermediate insulin
3279811000001106,Insulin lispro 100units/ml solution for injection 10ml vials 1 vial (product),Bolus insulin
3279911000001101,Insulin isophane bovine 100units/ml suspension for injection 10ml vials 1 vial (product),Intermediate insulin
3280011000001100,Hypurin Bovine Isophane 100units/ml suspension for injection 10ml vials (C P Pharmaceuticals Ltd) (product),Intermediate insulin
3280111000001104,Humalog 100units/ml solution for injection 10ml vials (Eli Lilly & Co Ltd) (product),Bolus insulin
3280311000001102,Insulin aspart 100units/ml solution for injection 10ml vials 1 vial (product),Bolus insulin
3280411000001109,Humalog 100units/ml solution for injection 10ml vials (Eli Lilly & Co Ltd) 1 vial (product),Bolus insulin
3280511000001108,Hypurin Bovine Isophane 100units/ml suspension for injection 10ml vials (C P Pharmaceuticals Ltd) 1 vial (product),Intermediate insulin
3280611000001107,Hypurin Bovine Lente 100units/ml suspension for injection 10ml vials (C P Pharmaceuticals Ltd) (product),Basal insulin
3280711000001103,NovoRapid 100units/ml solution for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) (product),Bolus insulin
3280811000001106,NovoRapid 100units/ml solution for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) 1 vial (product),Bolus insulin
3280911000001101,Hypurin Bovine Lente 100units/ml suspension for injection 10ml vials (C P Pharmaceuticals Ltd) 1 vial (product),Basal insulin
3281111000001105,Insulin aspart 100units/ml solution for injection 3ml pre-filled disposable devices 5 pre-filled disposable injection (product),Bolus insulin
3281211000001104,Mixtard 40 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),Mix insulin
3281311000001107,Insulin lispro 100units/ml solution for injection 1.5ml cartridges 5 cartridge (product),Bolus insulin
3281411000001100,Insulin zinc crystalline human 100units/ml suspension for injection 10ml vials 1 vial (product),Basal insulin
3281611000001102,NovoRapid Novolet 100units/ml solution for injection (Novo Nordisk Pharmaceuticals Ltd) (product),Bolus insulin
3281711000001106,Insulin isophane porcine 100units/ml suspension for injection 1.5ml cartridges 5 cartridge (product),Intermediate insulin
3281811000001103,Humulin Zn 100units/ml suspension for injection 10ml vials (Eli Lilly & Co Ltd) (product),Basal insulin
3281911000001108,NovoRapid Novolet 100units/ml solution for injection (Novo Nordisk Pharmaceuticals Ltd) 5 pre-filled disposable injection (product),Bolus insulin
3282011000001101,Mixtard 40 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) 5 cartridge (product),Mix insulin
3282111000001100,Humulin Zn 100units/ml suspension for injection 10ml vials (Eli Lilly & Co Ltd) 1 vial (product),Basal insulin
3282211000001106,NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd),Bolus insulin
3282311000001103,Ultratard 100units/ml suspension for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) (product),Basal insulin
3282411000001105,NovoRapid FlexPen 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd) 5 pre-filled disposable injection,Bolus insulin
3282511000001109,Ultratard 100units/ml suspension for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) 1 vial (product),Basal insulin
3282611000001108,Hypurin Porcine Isophane 100units/ml suspension for injection 1.5ml cartridges (C P Pharmaceuticals Ltd) (product),Intermediate insulin
3282711000001104,Humalog 100units/ml solution for injection 1.5ml cartridges (Eli Lilly & Co Ltd) (product),Bolus insulin
3282811000001107,Hypurin Porcine Isophane 100units/ml suspension for injection 1.5ml cartridges (C P Pharmaceuticals Ltd) 5 cartridge (product),Intermediate insulin
3282911000001102,Humalog 100units/ml solution for injection 1.5ml cartridges (Eli Lilly & Co Ltd) 5 cartridge (product),Bolus insulin
3283011000001105,Insulin soluble porcine 100units/ml suspension for injection 1.5ml cartridges 5 cartridge (product),NA
3283111000001106,Insulin glargine 100units/ml solution for injection 3ml pre-filled disposable devices 5 pre-filled disposable injection (product),Basal insulin
3283211000001100,Lantus 100units/ml solution for injection 3ml pre-filled OptiSet pens (Sanofi),Basal insulin
3283311000001108,Insulin zinc mixed human 100units/ml suspension for injection 10ml vials 1 vial (product),Mix insulin
3283411000001101,Hypurin Porcine Neutral 100units/ml suspension for injection 1.5ml cartridges (C P Pharmaceuticals Ltd) (product),Bolus insulin
3283511000001102,Insulin isophane porcine 100units/ml suspension for injection 10ml vials 1 vial (product),Intermediate insulin
3283611000001103,Lantus 100units/ml solution for injection 3ml pre-filled OptiSet pens (Sanofi) 5 pre-filled disposable injection,Basal insulin
3283711000001107,Hypurin Porcine Neutral 100units/ml suspension for injection 1.5ml cartridges (C P Pharmaceuticals Ltd) 5 cartridge (product),Bolus insulin
3283811000001104,Insulin lispro 100units/ml solution for injection 3ml cartridges 5 cartridge (product),Bolus insulin
3283911000001109,Insulin glargine 100units/ml solution for injection 3ml cartridges 5 cartridge (product),Basal insulin
3284011000001107,Hypurin Porcine Isophane 100units/ml suspension for injection 10ml vials (C P Pharmaceuticals Ltd),Intermediate insulin
3284111000001108,Monotard 100units/ml suspension for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) (product),Basal insulin
3284211000001102,Lantus 100units/ml solution for injection 3ml cartridges (Aventis Pharma) (product),Basal insulin
3284311000001105,Humalog 100units/ml solution for injection 3ml cartridges (Eli Lilly & Co Ltd) (product),Bolus insulin
3284411000001103,Monotard 100units/ml suspension for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) 1 vial (product),Basal insulin
3284511000001104,Lantus 100units/ml solution for injection 3ml cartridges (Aventis Pharma) 5 cartridge (product),Basal insulin
3284611000001100,Hypurin Porcine Isophane 100units/ml suspension for injection 10ml vials (C P Pharmaceuticals Ltd) 1 vial,Intermediate insulin
3284711000001109,Insulin soluble porcine 100units/ml solution for injection 10ml vials 1 vial (product),NA
3284811000001101,Humalog 100units/ml solution for injection 3ml cartridges (Eli Lilly & Co Ltd) 5 cartridge (product),Bolus insulin
3284911000001106,Humulin Lente 100units/ml suspension for injection 10ml vials (Eli Lilly & Co Ltd) (product),Basal insulin
3285011000001106,Hypurin Porcine Neutral 100units/ml solution for injection 10ml vials (C P Pharmaceuticals Ltd),Bolus insulin
3285111000001107,Humulin Lente 100units/ml suspension for injection 10ml vials (Eli Lilly & Co Ltd) 1 vial (product),Basal insulin
3285211000001101,Insulin isophane biphasic human 40/60 100units/ml suspension for injection 1.5ml cartridges 5 cartridge (product),Mix insulin
3285311000001109,Hypurin Porcine Neutral 100units/ml solution for injection 10ml vials (C P Pharmaceuticals Ltd) 1 vial,Bolus insulin
3285511000001103,Human Mixtard 40 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),Mix insulin
3285611000001104,Pork Actrapid 100units/ml solution for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) (product),Bolus insulin
3285711000001108,Pork Actrapid 100units/ml solution for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) 1 vial (product),Bolus insulin
3285811000001100,Human Mixtard 40 Penfill 100units/ml suspension for injection 1.5ml cartridges (Novo Nordisk Pharmaceuticals Ltd) 5 cartridge (product),Mix insulin
3287011000001104,Insulin soluble human 100units/ml solution for injection 3ml pre-filled disposable devices 5 pre-filled disposable injection (product),NA
3287611000001106,Insulin glargine 100units/ml solution for injection 10ml vials 1 vial (product),Basal insulin
3287911000001100,Lantus 100units/ml solution for injection 10ml vials (Aventis Pharma) (product),Basal insulin
3288211000001108,Lantus 100units/ml solution for injection 10ml vials (Aventis Pharma) 1 vial (product),Basal insulin
3288511000001106,Actrapid NovoLet 100units/ml solution for injection (Novo Nordisk Pharmaceuticals Ltd) (product),Bolus insulin
3289411000001104,Actrapid NovoLet 100units/ml solution for injection (Novo Nordisk Pharmaceuticals Ltd) 5 pre-filled disposable injection (product),Bolus insulin
3289601000001103,Human Actrapid Penfill,Bolus insulin
3289701000001108,Human Insulatard ge,Intermediate insulin
3289801000001104,Human Mixtard 10,Mix insulin
3289901000001105,Human Mixtard 20,Mix insulin
3290001000001101,Human Mixtard 30,Mix insulin
3290101000001100,Human Mixtard 30 ge,Mix insulin
3290201000001107,Human Mixtard 40,Mix insulin
3290301000001103,Human Mixtard 50,Mix insulin
3290401000001106,Human Velosulin,Bolus insulin
3290411000001108,HumaJect S Pen 100units/ml solution for injection (Eli Lilly & Co Ltd) (product),Bolus insulin
3290601000001109,Humulin I,Intermediate insulin
3290701000001104,Humulin Lente,Basal insulin
3290801000001108,Humulin M1 10/90,Mix insulin
3290811000001105,HumaJect S Pen 100units/ml solution for injection (Eli Lilly & Co Ltd) 5 pre-filled disposable injection (product),Bolus insulin
3290901000001102,Humulin M2 20/80,Mix insulin
3291001000001106,Humulin M3 30/70,Mix insulin
3291101000001107,Humulin M4 40/60,Mix insulin
3291201000001100,Humulin M5,Mix insulin
3291301000001109,Humulin S,Bolus insulin
3291401000001101,Humulin Zn,Basal insulin
3291711000001105,Insuman Rapid 100units/ml solution for injection 3ml pre-filled OptiSet pens (Sanofi),Bolus insulin
3292701000001100,Hypurin Bovine Isophane,Intermediate insulin
3292801000001109,Hypurin Bovine Lente,Basal insulin
3292901000001103,Hypurin Bovine Neutral,Bolus insulin
3292911000001101,Insuman Rapid 100units/ml solution for injection 3ml pre-filled OptiSet pens (Sanofi) 5 pre-filled disposable injection,Bolus insulin
3293001000001107,Hypurin Bovine Protamine Zinc,Basal insulin
3293101000001108,Hypurin Porcine Biphasic Isophane,Mix insulin
3294511000001103,Insulin soluble human 100units/ml solution for injection 5ml vials 1 vial (product),NA
3294911000001105,Insuman Rapid 100units/ml solution for injection 5ml vials (Aventis Pharma) (product),Bolus insulin
3295011000001105,Insuman Rapid 100units/ml solution for injection 5ml vials (Aventis Pharma) 1 vial (product),Bolus insulin
3307811000001100,Insulin soluble human 100units/ml solution for injection 1.5ml cartridges 5 cartridge (product),NA
3309511000001105,Human Actrapid Penfill 100units/ml solution for injection 1.5ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),Bolus insulin
3309711000001100,Human Actrapid Penfill 100units/ml solution for injection 1.5ml cartridges (Novo Nordisk Pharmaceuticals Ltd) 5 cartridge (product),Bolus insulin
3310411000001104,Insulin soluble human 100units/ml solution for injection 3ml cartridges 5 cartridge (product),NA
3310711000001105,Actrapid Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) (product),Bolus insulin
3310911000001107,Actrapid Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Pharmaceuticals Ltd) 5 cartridge (product),Bolus insulin
3311311000001101,Humulin S 100units/ml solution for injection 3ml cartridges (Eli Lilly & Co Ltd) (product),Bolus insulin
3311411000001108,Humulin S 100units/ml solution for injection 3ml cartridges (Eli Lilly & Co Ltd) 5 cartridge (product),Bolus insulin
3311611000001106,Insuman Rapid 100units/ml solution for injection 3ml cartridges (Aventis Pharma) (product),Bolus insulin
3311711000001102,Insuman Rapid 100units/ml solution for injection 3ml cartridges (Aventis Pharma) 5 cartridge (product),Bolus insulin
3311911000001100,Insulin soluble human 100units/ml solution for injection 10ml vials 1 vial (product),NA
3312111000001108,Actrapid 100units/ml solution for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) (product),Bolus insulin
3312211000001102,Actrapid 100units/ml solution for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) 1 vial (product),Bolus insulin
3312411000001103,Velosulin 100units/ml solution for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) (product),Bolus insulin
3312511000001104,Velosulin 100units/ml solution for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) 1 vial (product),Bolus insulin
3312611000001100,Humulin S 100units/ml solution for injection 10ml vials (Eli Lilly & Co Ltd) (product),Bolus insulin
3312711000001109,Humulin S 100units/ml solution for injection 10ml vials (Eli Lilly & Co Ltd) 1 vial (product),Bolus insulin
3333111000001107,Pork Insulatard 100units/ml suspension for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) (product),Intermediate insulin
3333211000001101,Pork Insulatard 100units/ml suspension for injection 10ml vials (Novo Nordisk Pharmaceuticals Ltd) 1 vial (product),Intermediate insulin
3340601000001107,Humalog 100iu/mL cartridge 3mL,Bolus insulin
34043011000001106,Fiasp FlexTouch 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd),Bolus insulin
34043111000001107,Fiasp FlexTouch 100units/ml solution for injection 3ml pre-filled pens (Novo Nordisk Ltd) 5 pre-filled disposable injection,Bolus insulin
34043211000001101,Fiasp Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd) (product),Bolus insulin
34043311000001109,Fiasp Penfill 100units/ml solution for injection 3ml cartridges (Novo Nordisk Ltd) 5 cartridge (product),Bolus insulin
34043411000001102,Fiasp 100units/ml solution for injection 10ml vials (Novo Nordisk Ltd) (product),Bolus insulin
34043511000001103,Fiasp 100units/ml solution for injection 10ml vials (Novo Nordisk Ltd) 1 vial (product),Bolus insulin
3468511000001109,Insulin aspart 100units/ml solution for injection 10ml vials (product),Bolus insulin
3468611000001108,Insulin aspart 100 unit/ml solution for injection 3 ml cartridge,Bolus insulin
3468711000001104,Insulin aspart 100 unit/ml solution for injection 3 ml pre-filled disposable injection,Bolus insulin
3468811000001107,Insulin aspart (as insulin aspart protamine) 70 unit/ml and insulin aspart 30 unit/ml suspension for injection 3 ml cartridge,Bolus insulin
3468911000001102,Insulin aspart (as insulin aspart protamine) 70 unit/ml and insulin aspart 30 unit/ml suspension for injection 3 ml pre-filled disposable injection,Bolus insulin
3469011000001106,Insulin glargine 100units/ml solution for injection 10ml vials (product),Basal insulin
3469111000001107,Insulin glargine 100units/ml solution for injection 3ml cartridges (product),Basal insulin
3469211000001101,Insulin glargine 100units/ml solution for injection 3ml pre-filled disposable devices (product),Basal insulin
3469311000001109,Insulin human (as insulin isophane human) 90 unit/ml and insulin human (as insulin soluble human) 10 unit/ml suspension for injection 1.5 ml cartridge,Intermediate insulin
3469411000001102,Insulin human (as insulin isophane human) 90 unit/ml and insulin human (as insulin soluble human) 10 unit/ml suspension for injection 3 ml cartridge,Intermediate insulin
3469511000001103,Insulin human (as insulin isophane human) 90 unit/ml and insulin human (as insulin soluble human) 10 unit/ml suspension for injection 3 ml pre-filled disposable injection,Intermediate insulin
3469611000001104,Insulin human (as insulin isophane human) 85 unit/ml and insulin human (as insulin soluble human) 15 unit/ml suspension for injection 3 ml cartridge,Intermediate insulin
3469711000001108,Insulin human (as insulin isophane human) 85 unit/ml and insulin human (as insulin soluble human) 15 unit/ml suspension for injection 3 ml pre-filled disposable injection,Intermediate insulin
3469811000001100,Insulin human (as insulin isophane human) 85 unit/ml and insulin human (as insulin soluble human) 15 unit/ml suspension for injection 5 ml vial,Intermediate insulin
3469911000001105,Insulin human (as insulin isophane human) 80 unit/ml and insulin human (as insulin soluble human) 20 unit/ml suspension for injection 1.5 ml cartridge,Intermediate insulin
3470011000001109,Insulin human (as insulin isophane human) 80 unit/ml and insulin human (as insulin soluble human) 20 unit/ml suspension for injection 3 ml cartridge,Intermediate insulin
3470111000001105,Insulin human (as insulin isophane human) 80 unit/ml and insulin human (as insulin soluble human) 20 unit/ml suspension for injection 3 ml pre-filled disposable injection,Intermediate insulin
3470211000001104,Insulin human (as insulin isophane human) 75 unit/ml and insulin human (as insulin soluble human) 25 unit/ml suspension for injection 3 ml cartridge,Intermediate insulin
3470311000001107,Insulin human (as insulin isophane human) 75 unit/ml and insulin human (as insulin soluble human) 25 unit/ml suspension for injection 3 ml pre-filled disposable injection,Intermediate insulin
3470411000001100,Insulin human (as insulin isophane human) 75 unit/ml and insulin human (as insulin soluble human) 25 unit/ml suspension for injection 5 ml vial,Intermediate insulin
3470511000001101,Insulin human (as insulin isophane human) 70 unit/ml and insulin human (as insulin soluble human) 30 unit/ml suspension for injection 1.5 ml cartridge,Intermediate insulin
3470711000001106,Insulin human (as insulin isophane human) 70 unit/ml and insulin human (as insulin soluble human) 30 unit/ml suspension for injection 10 ml vial,Intermediate insulin
3470911000001108,Insulin human (as insulin isophane human) 70 unit/ml and insulin human (as insulin soluble human) 30 unit/ml suspension for injection 3 ml cartridge,Intermediate insulin
3471011000001100,Insulin human (as insulin isophane human) 70 unit/ml and insulin human (as insulin soluble human) 30 unit/ml suspension for injection 3 ml pre-filled disposable injection,Intermediate insulin
3471111000001104,Insulin human (as insulin isophane human) 60 unit/ml and insulin human (as insulin soluble human) 40 unit/ml suspension for injection 1.5 ml cartridge,Intermediate insulin
3471211000001105,Insulin human (as insulin isophane human) 60 unit/ml and insulin human (as insulin soluble human) 40 unit/ml suspension for injection 3 ml cartridge,Intermediate insulin
3471311000001102,Insulin human (as insulin isophane human) 60 unit/ml and insulin human (as insulin soluble human) 40 unit/ml suspension for injection 3 ml pre-filled disposable injection,Intermediate insulin
3471411000001109,Insulin human (as insulin isophane human) 50 unit/ml and insulin human (as insulin soluble human) 50 unit/ml suspension for injection 1.5 ml cartridge,Intermediate insulin
3471511000001108,Insulin human (as insulin isophane human) 50 unit/ml and insulin human (as insulin soluble human) 50 unit/ml suspension for injection 10 ml vial,Intermediate insulin
3471611000001107,Insulin human (as insulin isophane human) 50 unit/ml and insulin human (as insulin soluble human) 50 unit/ml suspension for injection 3 ml cartridge,Intermediate insulin
3471711000001103,Insulin human (as insulin isophane human) 50 unit/ml and insulin human (as insulin soluble human) 50 unit/ml suspension for injection 3 ml pre-filled disposable injection,Intermediate insulin
3471811000001106,Insulin human (as insulin isophane human) 50 unit/ml and insulin human (as insulin soluble human) 50 unit/ml suspension for injection 5 ml vial,Intermediate insulin
3471911000001101,Insulin porcine (as insulin isophane porcine) 70 unit/ml and insulin porcine (as insulin soluble porcine) 30 unit/ml suspension for injection 1.5 ml cartridge,Intermediate insulin
3472011000001108,Insulin porcine (as insulin isophane porcine) 70 unit/ml and insulin porcine (as insulin soluble porcine) 30 unit/ml suspension for injection 10 ml vial,Intermediate insulin
3472211000001103,Insulin bovine (as insulin isophane bovine) 100 unit/ml suspension for injection 1.5 ml cartridge,Intermediate insulin
3472311000001106,Insulin bovine (as insulin isophane bovine) 100 unit/ml suspension for injection 10 ml vial,Intermediate insulin
3472411000001104,Insulin human (as insulin isophane human) 100 unit/ml suspension for injection 1.5 ml cartridge,Intermediate insulin
3472511000001100,Insulin human (as insulin isophane human) 100 unit/ml suspension for injection 10 ml vial,Intermediate insulin
3472611000001101,Insulin isophane human 100units/ml suspension for injection 3ml cartridges (product),Intermediate insulin
3472711000001105,Insulin isophane human 100units/ml suspension for injection 3ml pre-filled disposable devices (product),Intermediate insulin
3472811000001102,Insulin human (as insulin isophane human) 100 unit/ml suspension for injection 5 ml vial,Intermediate insulin
3472911000001107,Insulin porcine (as insulin isophane porcine) 100 unit/ml suspension for injection 1.5 ml cartridge,Intermediate insulin
3473011000001104,Insulin porcine (as insulin isophane porcine) 100 unit/ml suspension for injection 10 ml vial,Intermediate insulin
3473111000001103,Insulin lispro 100units/ml solution for injection 1.5ml cartridges (product),Bolus insulin
3473211000001109,Insulin lispro 100units/ml solution for injection 10ml vials (product),Bolus insulin
3473311000001101,Insulin lispro 100units/ml solution for injection 3ml cartridges (product),Bolus insulin
3473411000001108,Insulin lispro 100units/ml solution for injection 3ml pre-filled disposable devices (product),Bolus insulin
3473511000001107,Insulin lispro (as insulin lispro protamine) 75 unit/ml and insulin lispro 25 unit/ml suspension for injection 3 ml pre-filled disposable injection,Bolus insulin
3473611000001106,Insulin lispro (as insulin lispro protamine) 50 unit/ml and insulin lispro 50 unit/ml suspension for injection 3 ml pre-filled disposable injection,Bolus insulin
3473711000001102,Insulin lispro (as insulin lispro protamine) 75 unit/ml and insulin lispro 25 unit/ml suspension for injection 3 ml cartridge,Bolus insulin
3473811000001105,Insulin protamine zinc bovine 100units/ml suspension for injection 10ml vials (product),Basal insulin
3473911000001100,Insulin soluble bovine 100units/ml solution for injection 1.5ml cartridges (product),NA
3474011000001102,Insulin soluble bovine 100units/ml solution for injection 10ml vials (product),NA
3474111000001101,Insulin soluble human 100units/ml solution for injection 1.5ml cartridges (product),NA
3474211000001107,Insulin soluble human 100units/ml solution for injection 10ml vials (product),NA
3474311000001104,Insulin soluble human 100units/ml solution for injection 3ml cartridges (product),NA
3474411000001106,Insulin soluble human 100units/ml solution for injection 3ml pre-filled disposable devices (product),NA
3474511000001105,Insulin soluble human 100units/ml solution for injection 5ml vials (product),NA
3474611000001109,Insulin porcine (as insulin soluble porcine) 100 unit/ml solution for injection 1.5 ml cartridge,NA
3474711000001100,Insulin soluble porcine 100units/ml solution for injection 10ml vials (product),NA
3474811000001108,Insulin zinc crystalline human 100units/ml suspension for injection 10ml vials (product),Basal insulin
3474911000001103,Insulin bovine (as Insulin zinc suspension mixed bovine) 100 unit/ml suspension for injection 10 ml vial,Basal insulin
3475011000001103,Insulin zinc mixed human 100units/ml suspension for injection 10ml vials (product),Mix insulin
3503401000001109,Humalog Mix25 100iu/mL cartridge,Bolus insulin
3503501000001108,Humalog Mix25 100iu/mL cartridge 3mL,Bolus insulin
3503601000001107,Humalog Mix25 100iu/mL prefilled pen,Bolus insulin
3503701000001102,Humalog Mix25 100iu/mL prefilled pen 3mL,Bolus insulin
3503801000001106,Humalog Mix25,Bolus insulin
35202311000001108,Insulin soluble human 1unit/ml solution for infusion 50ml pre-filled syringes 60 pre-filled disposable injection (product),NA
35202411000001101,Insulin soluble human 1unit/ml solution for infusion 50ml pre-filled syringes (Special Order) 60 pre-filled disposable injection (product),NA
35214111000001101,Insulin human 500units/ml solution for injection 3ml pre-filled disposable devices 2 pre-filled disposable injection (product),NA
35214211000001107,Insulin human 500units/ml solution for injection 3ml pre-filled disposable devices 5 pre-filled disposable injection (product),NA
35214311000001104,Humulin R KwikPen 500units/ml solution for injection 3ml pre-filled pens (Imported (United States)),Bolus insulin
35214411000001106,Humulin R KwikPen 500units/ml solution for injection 3ml pre-filled pens (Imported (United States)) 2 pre-filled disposable injection,Bolus insulin
35214511000001105,Humulin R KwikPen 500units/ml solution for injection 3ml pre-filled pens (Imported (United States)) 5 pre-filled disposable injection,Bolus insulin
35215111000001102,Insulin human 500 unit/ml solution for injection 3 ml pre-filled disposable injection,NA
35216811000001101,Humalog Junior KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd),Bolus insulin
35217011000001105,Humalog Junior KwikPen 100units/ml solution for injection 3ml pre-filled pens (Eli Lilly and Company Ltd) 5 pre-filled disposable injection,Bolus insulin
352801000001101,Human Initard 50/50 (emp) 100units/mL injection vial,Mix insulin
353101000001102,Human Ultratard (pyr) 100iu/mL injection vial,Basal insulin
353401000001108,Humulin Zn (prb) 100iu/mL injection vial,Basal insulin
353987005,Insulin soluble human 100units/ml solution for injection 3ml pre-filled disposable devices,NA
353988000,Insulin isophane human 100units/ml suspension for injection 3ml pre-filled disposable devices,Intermediate insulin
354301000001103,Hypurin Bovine Neutral 100iu/mL injection vial,Bolus insulin
35563111000001107,Insulin lispro 100units/ml solution for injection 3ml pre-filled pen (Sanofi Pasteur) (product),Bolus insulin
35563211000001101,Insulin lispro 100units/ml solution for injection 3ml pre-filled pen (Sanofi Pasteur) 5 pre-filled disposable injection (product),Bolus insulin
35563311000001109,Insulin lispro 100units/ml solution for injection 3ml cartridges (Sanofi Pasteur) (product),Bolus insulin
35563411000001102,Insulin lispro 100units/ml solution for injection 3ml cartridges (Sanofi Pasteur) 5 cartridge (product),Bolus insulin
35563711000001108,Insulin lispro 100units/ml solution for injection 10ml vials (Sanofi Pasteur) (product),Bolus insulin
35563811000001100,Insulin lispro 100units/ml solution for injection 10ml vials (Sanofi Pasteur) 1 vial (product),Bolus insulin
3561211000001107,Insulin isophane bovine (substance),Intermediate insulin
3561311000001104,Insulin isophane human (substance),Intermediate insulin
3561411000001106,Insulin isophane porcine (substance),Intermediate insulin
3561511000001105,Insulin protamine zinc bovine (substance),Basal insulin
3561611000001109,Insulin soluble bovine (substance),NA
3561711000001100,Insulin soluble human (substance),NA
3561811000001108,Insulin soluble porcine (substance),NA
3561911000001103,Insulin zinc suspension crystalline human (substance),Basal insulin
3562011000001105,Insulin zinc suspension mixed bovine (substance),Basal insulin
3562111000001106,Insulin zinc suspension mixed human (substance),Basal insulin
35776411000001102,Insulin lispro Sanofi 100units/ml solution for injection 10ml vials (Sanofi) (product),Bolus insulin
35776511000001103,Insulin lispro Sanofi 100units/ml solution for injection 3ml cartridges (Sanofi) (product),Bolus insulin
35776611000001104,Insulin lispro Sanofi 100units/ml solution for injection 10ml vials (Sanofi) 1 vial (product),Bolus insulin
35776711000001108,Insulin lispro Sanofi 100units/ml solution for injection 3ml cartridges (Sanofi) 5 cartridge (product),Bolus insulin
35776811000001100,Insulin lispro Sanofi 100units/ml solution for injection 3ml pre-filled pens (Sanofi),Bolus insulin
35776911000001105,Insulin lispro Sanofi 100units/ml solution for injection 3ml pre-filled pens (Sanofi) 5 pre-filled disposable injection,Bolus insulin
3591311000001102,Insulin aspart (substance),Bolus insulin
3591411000001109,Insulin aspart protamine (substance),Bolus insulin
3591611000001107,Insulin glargine (substance),Basal insulin
3591711000001103,Insulin lispro (substance),Bolus insulin
3591811000001106,Insulin lispro protamine (substance),Bolus insulin
36047011000001105,Insulin aspart 100 unit/ml solution for injection 10 ml vial,Bolus insulin
36047111000001106,Insulin glargine 100 unit/ml solution for injection 10 ml vial,Basal insulin
36047211000001100,Insulin glulisine 100 unit/ml solution for injection 10 ml vial,Bolus insulin
36047311000001108,Insulin human (as insulin isophane human) 100 unit/ml suspension for injection 3 ml cartridge,Intermediate insulin
36047411000001101,Insulin human (as insulin isophane human) 100 unit/ml suspension for injection 3 ml pre-filled disposable injection,Intermediate insulin
36047511000001102,Insulin lispro 100 unit/ml solution for injection 1.5 ml cartridge,Bolus insulin
36047611000001103,Insulin lispro 100 unit/ml solution for injection 10 ml vial,Bolus insulin
36047711000001107,Insulin lispro 100 unit/ml solution for injection 3 ml cartridge,Bolus insulin
36047811000001104,Insulin lispro 100 unit/ml solution for injection 3 ml pre-filled disposable injection,Bolus insulin
36047911000001109,Insulin bovine (as insulin protamine zinc bovine) 100 unit/ml suspension for injection 10 ml vial,Basal insulin
36048011000001106,Insulin bovine (as insulin soluble bovine) 100 unit/ml solution for injection 1.5 ml cartridge,NA
36048111000001107,Insulin bovine (as insulin soluble bovine) 100 unit/ml solution for injection 10 ml vial,NA
36048211000001101,Insulin human (as insulin soluble human) 100 unit/ml solution for injection 1.5 ml cartridge,NA
36048311000001109,Insulin human (as insulin soluble human) 100 unit/ml solution for injection 10 ml vial,NA
36048411000001102,Insulin human (as insulin soluble human) 100 unit/ml solution for injection 3 ml cartridge,NA
36048511000001103,Insulin human (as insulin soluble human) 100 unit/ml solution for injection 3 ml pre-filled disposable injection,NA
36048611000001104,Insulin human (as insulin soluble human) 100 unit/ml solution for injection 5 ml vial,NA
