REPO_PATH: code_lists/medications/blood pressure lowering/thiazide_diuretics_dmd.csv
SITE_URL: https://exeter-diabetes.github.io/sde-sw-framework/code_lists/medications/blood pressure lowering/thiazide_diuretics_dmd.csv/
GITHUB_URL: https://github.com/Exeter-Diabetes/sde-sw-framework/blob/dev/code_lists/medications/blood pressure lowering/thiazide_diuretics_dmd.csv
FILE_NAME: thiazide_diuretics_dmd.csv

CONTENT_START
dmd_code,term
12225411000001101,Bendroflumethiazide 2mg/5ml oral suspension 1 ml (product)
12225511000001102,Bendroflumethiazide 2mg/5ml oral suspension (Special Order) (product)
12225611000001103,Bendroflumethiazide 2mg/5ml oral suspension (Special Order) 1 ml (product)
12226011000001101,Bendroflumethiazide 2mg/5ml oral solution 1 ml (product)
12226111000001100,Bendroflumethiazide 2mg/5ml oral solution (Special Order) (product)
12226211000001106,Bendroflumethiazide 2mg/5ml oral solution (Special Order) 1 ml (product)
12226311000001103,Bendroflumethiazide 400 microgram/ml oral solution
12226411000001105,Bendroflumethiazide 400 microgram/ml oral suspension
12227911000001104,Bendroflumethiazide 3.75mg/5ml oral suspension 1 ml (product)
12228011000001102,Bendroflumethiazide 3.75mg/5ml oral suspension (Special Order) (product)
12228111000001101,Bendroflumethiazide 3.75mg/5ml oral suspension (Special Order) 1 ml (product)
12228211000001107,Bendroflumethiazide 3.75mg/5ml oral solution 1 ml (product)
12228311000001104,Bendroflumethiazide 3.75mg/5ml oral solution (Special Order) (product)
12228411000001106,Bendroflumethiazide 3.75mg/5ml oral solution (Special Order) 1 ml (product)
1226811000001107,Bendroflumethiazide 5mg tablets 100 tablet (product)
1227611000001105,Amiloride 2.5mg / Cyclopenthiazide 250microgram tablets 28 tablet (product)
12285211000001105,Bendroflumethiazide 750 microgram/ml oral solution
12285311000001102,Bendroflumethiazide 750 microgram/ml oral suspension
12408111000001107,Chlorothiazide 100mg/5ml / Spironolactone 10mg/5ml oral suspension 1 ml (product)
12408511000001103,Chlorothiazide 100mg/5ml / Spironolactone 10mg/5ml oral suspension (Special Order) (product)
12408911000001105,Chlorothiazide 100mg/5ml / Spironolactone 10mg/5ml oral suspension (Special Order) 1 ml (product)
12414011000001100,Chlorothiazide 100mg/5ml / Spironolactone 10mg/5ml oral solution 1 ml (product)
12414811000001106,Chlorothiazide 100mg/5ml / Spironolactone 10mg/5ml oral solution (Special Order) (product)
12415111000001100,Chlorothiazide 100mg/5ml / Spironolactone 10mg/5ml oral solution (Special Order) 1 ml (product)
12417211000001103,Chlorothiazide 200mg/5ml / Spironolactone 20mg/5ml oral suspension 1 ml (product)
12417511000001100,Chlorothiazide 200mg/5ml / Spironolactone 20mg/5ml oral suspension (Special Order) (product)
12417611000001101,Chlorothiazide 200mg/5ml / Spironolactone 20mg/5ml oral suspension (Special Order) 1 ml (product)
